0,['-4.533579e-12', '1.6633738e-08', '1.2510238e-08', '-1.38312e-13', '3.9489348e-17', '3.3014678e-19'](-0.004936712017667256, 0.2738224753241505, 0.09467755771659962)
349,['1.7115437', '-1.4544564', '-0.27693665', '0.16224328', '0.00072586513', '0.14080651'](0.024934162714751077, 0.2839867715637413, 0.07478876236301701)
350,['1.7115437', '-1.454456', '-0.27693653', '0.16224328', '0.00072586513', '0.14080651'](0.024934159565891185, 0.28398682505179357, 0.07478885181275972)
351,['1.7474645', '-1.4331204', '-0.32282642', '0.18591434', '-0.0011807008', '0.17680976'](0.02493416462564154, 0.2839868517032602, 0.07478898596089203)
352,['1.7474645', '-1.4331461', '-0.32284555', '0.18591434', '-0.0011807008', '0.17680976'](0.015063353626177816, 0.2839472397533635, 0.07473850372652152)
353,['1.7474645', '-1.4331478', '-0.3228467', '0.18591434', '-0.0011807008', '0.17680976'](0.015064274813326249, 0.2839420359217757, 0.07472818998238544)
354,['1.7474645', '-1.4331478', '-0.32284674', '0.18591434', '-0.0011807008', '0.17680976'](0.01506434523578109, 0.28394168300236955, 0.07472757890896986)
355,['1.7474645', '-1.4331474', '-0.3228466', '0.18591434', '-0.0011807008', '0.17680976'](0.01506434523578109, 0.28394168300236955, 0.07472757890896986)
356,['1.7474645', '-1.433147', '-0.32284653', '0.18591434', '-0.0011807008', '0.17680976'](0.01506434571570294, 0.28394168425956967, 0.0747276981365369)
357,['1.7474645', '-1.4331465', '-0.32284644', '0.18591434', '-0.0011807008', '0.17680976'](0.015064316169774201, 0.2839417384479804, 0.0747277875593103)
358,['1.782546', '-1.4255351', '-0.33795175', '0.1915265', '0.001082153', '0.21203636'](0.015064325219006318, 0.2839417530187665, 0.07472787697738864)
359,['1.782546', '-1.4255508', '-0.3379638', '0.1915265', '0.001082153', '0.21203636'](0.004945401692599421, 0.28379207997258776, 0.07471570878181077)
360,['1.782546', '-1.4255518', '-0.33796445', '0.1915265', '0.001082153', '0.21203636'](0.0049461036521088655, 0.2837888432225566, 0.07470928851842114)
361,['1.782546', '-1.4255515', '-0.33796436', '0.1915265', '0.001082153', '0.21203636'](0.004946144566934336, 0.2837886282306909, 0.0747088863063063)
362,['1.782546', '-1.425551', '-0.33796418', '0.1915265', '0.001082153', '0.21203636'](0.00494615989449044, 0.28378873777047026, 0.07470899058751235)
363,['1.782546', '-1.4255506', '-0.33796412', '0.1915265', '0.001082153', '0.21203636'](0.004946111176397173, 0.28378870718431665, 0.07470909486638941)
364,['1.782546', '-1.4255501', '-0.33796403', '0.1915265', '0.001082153', '0.21203636'](0.0049461036521088655, 0.2837888432225566, 0.07470928851842114)
365,['1.8178526', '-1.4253592', '-0.33862802', '0.19187796', '0.0005374476', '0.24698868'](0.004946097874450768, 0.2837889288120999, 0.07470951196697193)
366,['1.8178526', '-1.4253603', '-0.33862877', '0.19187796', '0.0005374476', '0.24698868'](-0.0050135447522100165, 0.28377681510773745, 0.07467675519867491)
367,['1.8178526', '-1.4253601', '-0.3386287', '0.19187796', '0.0005374476', '0.24698868'](-0.0050134965766046565, 0.2837766465201737, 0.0746763977189578)
368,['1.8178526', '-1.4253596', '-0.33862853', '0.19187796', '0.0005374476', '0.24698868'](-0.0050134965766046565, 0.2837766465201737, 0.0746763977189578)
369,['1.8178526', '-1.4253591', '-0.33862847', '0.19187796', '0.0005374476', '0.24698868'](-0.005013497309975889, 0.28377667739286627, 0.07467651688418564)
370,['1.8178526', '-1.4253587', '-0.33862838', '0.19187796', '0.0005374476', '0.24698868'](-0.005013549792861207, 0.28377680913550957, 0.0746768148112171)
371,['1.8178526', '-1.4253582', '-0.3386283', '0.19187796', '0.0005374476', '0.24698868'](-0.005013543437517494, 0.28377686724144974, 0.07467690417939687)
372,['1.8526992', '-1.4333435', '-0.3235203', '0.1868611', '0.000750754', '0.28131026'](-0.005013572269583594, 0.2837768913200143, 0.07467705315755033)
373,['1.8526992', '-1.4333264', '-0.3235075', '0.1868611', '0.000750754', '0.28131026'](-0.015058328362233463, 0.2838896549385979, 0.07462968585685219)
374,['1.8526992', '-1.4333249', '-0.32350647', '0.1868611', '0.000750754', '0.28131026'](-0.015059330610746218, 0.28389306472891973, 0.0746365568614189)
375,['1.8526992', '-1.4333247', '-0.32350633', '0.1868611', '0.000750754', '0.28131026'](-0.01505940250178985, 0.28389345548025763, 0.07463724245038238)
376,['1.8526992', '-1.4333242', '-0.32350624', '0.1868611', '0.000750754', '0.28131026'](-0.01505940250178985, 0.28389345548025763, 0.07463724245038238)
377,['1.8526992', '-1.4333237', '-0.32350615', '0.1868611', '0.000750754', '0.28131026'](-0.015059387455029119, 0.2838934970961145, 0.07463740639888998)
378,['1.8526992', '-1.4333233', '-0.32350606', '0.1868611', '0.000750754', '0.28131026'](-0.015059469160872918, 0.2838935722389948, 0.07463760016966337)
379,['1.7166866', '-1.2623293', '-0.69009376', '0.38323465', '0.0013005456', '0.1466765'](-0.015059458217889234, 0.2838936237538473, 0.0746377193981164)
380,['1.7166866', '-1.2624931', '-0.6902168', '0.38323465', '0.0013005462', '0.1466765'](0.02488402588635617, 0.2740699775187015, 0.07508605947117356)
381,['1.7166866', '-1.2625031', '-0.6902244', '0.38323465', '0.0013005462', '0.1466765'](0.024889323632336875, 0.27403402663854487, 0.0750223149425472)
382,['1.7166866', '-1.2625039', '-0.6902249', '0.38323465', '0.0013005462', '0.1466765'](0.024889706110856065, 0.2740317715679217, 0.07501834969772975)
383,['1.7166866', '-1.2625042', '-0.6902247', '0.38323465', '0.0013005462', '0.1466765'](0.024889672985020792, 0.2740316689478803, 0.07501808139065123)
384,['1.7166866', '-1.262504', '-0.6902245', '0.38323465', '0.0013005462', '0.1466765'](0.024889730138315268, 0.274031639467427, 0.0750180068777851)
385,['1.7166866', '-1.2625036', '-0.6902244', '0.38323465', '0.0013005462', '0.1466765'](0.024889679396640822, 0.2740316951857315, 0.07501814102843586)
386,['1.7540904', '-1.2531', '-0.7131705', '0.3956283', '-0.0013858805', '0.18387695'](0.02488969023283259, 0.2740317136478392, 0.0750182304589664)
387,['1.7540904', '-1.2531176', '-0.7131835', '0.3956283', '-0.0013858805', '0.18387695'](0.015083584407370709, 0.2739014071236745, 0.07471863931355813)
388,['1.7540904', '-1.2531186', '-0.7131843', '0.3956283', '-0.0013858805', '0.18387695'](0.015084307880305611, 0.27389757232186385, 0.07471184410840748)
389,['1.7540904', '-1.2531184', '-0.7131843', '0.3956283', '-0.0013858805', '0.18387695'](0.01508434773441762, 0.2738973367745514, 0.07471142686462107)
390,['1.7540904', '-1.2531182', '-0.7131841', '0.3956283', '-0.0013858805', '0.18387695'](0.015084310504693613, 0.2738973532679728, 0.07471150136664963)
391,['1.7540904', '-1.2531178', '-0.713184', '0.3956283', '-0.0013858805', '0.18387695'](0.015084330026034092, 0.27389742935418554, 0.07471166528789526)
392,['1.7540904', '-1.2531174', '-0.7131839', '0.3956283', '-0.0013858805', '0.18387695'](0.015084330026034092, 0.27389742935418554, 0.07471166528789526)
393,['1.7903979', '-1.2489319', '-0.72157294', '0.39875045', '0.0013215484', '0.21980011'](0.015084312775816637, 0.27389748891688365, 0.07471175469784974)
394,['1.7903979', '-1.2489408', '-0.7215798', '0.39875045', '0.0013215484', '0.21980011'](0.004928624948503787, 0.2737888282937433, 0.07469942635411907)
395,['1.7903979', '-1.2489415', '-0.72158015', '0.39875045', '0.0013215484', '0.21980011'](0.004929062179484057, 0.273786912430167, 0.0746959404664709)
396,['1.7903979', '-1.248942', '-0.7215799', '0.39875045', '0.0013215484', '0.21980011'](0.004929092287978279, 0.27378677305528293, 0.07469565742779494)
397,['1.7903979', '-1.2489418', '-0.72157973', '0.39875045', '0.0013215484', '0.21980011'](0.004929093581503117, 0.2737867672583641, 0.07469558293181407)
398,['1.7903979', '-1.2489414', '-0.7215796', '0.39875045', '0.0013215484', '0.21980011'](0.004929093581503117, 0.2737867672583641, 0.07469558293181407)
399,['1.7903979', '-1.2489411', '-0.7215795', '0.39875045', '0.0013215484', '0.21980011'](0.00492908801728519, 0.27378682527235204, 0.07469570210609877)
400,['1.8268869', '-1.2489892', '-0.7217199', '0.3989692', '0.001378293', '0.25590912'](0.004929048060143691, 0.2737869091876812, 0.07469589576060173)
401,['1.8268869', '-1.2489893', '-0.7217201', '0.3989692', '0.001378293', '0.25590912'](-0.0050714518108389735, 0.27378090150532614, 0.07467637835393505)
402,['1.8268869', '-1.2489891', '-0.7217199', '0.3989692', '0.001378293', '0.25590912'](-0.005071410505278153, 0.27378078867630085, 0.07467621447469956)
403,['1.8268869', '-1.2489887', '-0.7217198', '0.3989692', '0.001378293', '0.25590912'](-0.0050714518108389735, 0.27378090150532614, 0.07467637835393505)
404,['1.8268869', '-1.2489884', '-0.7217197', '0.3989692', '0.001378293', '0.25590912'](-0.005071506719199042, 0.27378092268633647, 0.07467648264912691)
405,['1.8268869', '-1.248988', '-0.72171956', '0.3989692', '0.001378293', '0.25590912'](-0.005071482871012324, 0.27378097334807655, 0.07467657202658058)
406,['1.8268869', '-1.2489877', '-0.72171944', '0.3989692', '0.001378293', '0.25590912'](-0.005071475746927204, 0.27378108766527554, 0.07467675077287948)
407,['1.8630917', '-1.2534168', '-0.71444887', '0.3984654', '0.0008782322', '0.2924131'](-0.005071502579267349, 0.2737811038113358, 0.07467682526736408)
408,['1.8630917', '-1.2534025', '-0.714438', '0.3984654', '0.0008782322', '0.2924131'](-0.015078116987704534, 0.2739292319065551, 0.07463509979969073)
409,['1.8630917', '-1.2534014', '-0.71443737', '0.3984654', '0.0008782322', '0.2924131'](-0.015079036858000465, 0.27393230895670395, 0.07464067512541132)
410,['1.8630917', '-1.2534012', '-0.7144373', '0.3984654', '0.0008782322', '0.2924131'](-0.015079131352750552, 0.27393246105467, 0.0746410179913923)
411,['1.8630917', '-1.2534008', '-0.7144372', '0.3984654', '0.0008782322', '0.2924131'](-0.01507916369273074, 0.273932574406664, 0.0746412117774599)
412,['1.8630917', '-1.2534004', '-0.71443707', '0.3984654', '0.0008782322', '0.2924131'](-0.015079159426786854, 0.27393261193159374, 0.07464127140521877)
413,['1.8630917', '-1.2534001', '-0.71443695', '0.3984654', '0.0008782322', '0.2924131'](-0.015079158979144995, 0.27393263836796167, 0.07464137574679561)
414,['1.7224495', '-1.1479243', '-0.94206244', '0.5199922', '0.0006551995', '0.1529108'](-0.015079185891242852, 0.27393269749274796, 0.07464158443910125)
415,['1.7224495', '-1.1480315', '-0.94214314', '0.5199922', '0.00065519963', '0.1529108'](0.024937129294467578, 0.2639911233435665, 0.07493591567484005)
416,['1.7224495', '-1.1480383', '-0.94214827', '0.5199922', '0.00065519963', '0.1529108'](0.02494089948528705, 0.263966639475544, 0.07489579315985631)
417,['1.7224495', '-1.1480387', '-0.9421485', '0.5199922', '0.00065519963', '0.1529108'](0.024941129349093292, 0.2639650158991262, 0.07489314026260395)
418,['1.7224495', '-1.1480391', '-0.9421483', '0.5199922', '0.00065519963', '0.1529108'](0.024941178883770492, 0.2639648771101663, 0.07489299121463368)
419,['1.7224495', '-1.1480387', '-0.94214815', '0.5199922', '0.00065519963', '0.1529108'](0.02494114250789636, 0.26396493234077995, 0.07489293161272687)
420,['1.7224495', '-1.1480384', '-0.942148', '0.5199922', '0.00065519963', '0.1529108'](0.024941171490670145, 0.2639649590578696, 0.07489302103073683)
421,['1.7609779', '-1.1409461', '-0.95886034', '0.5282924', '-0.0001781879', '0.18955496'](0.024941116256960327, 0.2639650421990798, 0.07489319988170176)
422,['1.7609779', '-1.1409614', '-0.9588713', '0.5282924', '-0.0001781879', '0.18955496'](0.015017404625848708, 0.263832348915537, 0.07470999667071597)
423,['1.7609779', '-1.1409621', '-0.95887184', '0.5282924', '-0.0001781879', '0.18955496'](0.01501804799976065, 0.2638289866261708, 0.07470438016825043)
424,['1.7609779', '-1.1409619', '-0.958872', '0.5282924', '-0.0001781879', '0.18955496'](0.015018096264608819, 0.26382873606824275, 0.07470403751960772)
425,['1.7609779', '-1.1409615', '-0.9588718', '0.5282924', '-0.0001781879', '0.18955496'](0.01501809125591999, 0.2638287912818006, 0.07470414180641408)
426,['1.7609779', '-1.1409612', '-0.95887154', '0.5282924', '-0.0001781879', '0.18955496'](0.015018070579890292, 0.263828849162618, 0.07470426099602673)
427,['1.7609779', '-1.1409608', '-0.9588713', '0.5282924', '-0.0001781879', '0.18955496'](0.015018032462216906, 0.2638289777601536, 0.07470436527480247)
428,['1.7992374', '-1.1372732', '-0.9682056', '0.534851', '-0.0005911629', '0.22899432'](0.015018033671268968, 0.2638290327565647, 0.0747044546619807)
429,['1.7992374', '-1.1372732', '-0.9682056', '0.534851', '-0.0005911629', '0.22899432'](0.005034235278754523, 0.2638849359810195, 0.07467373651324828)
430,['1.7992374', '-1.137273', '-0.96820533', '0.534851', '-0.0005911629', '0.22899432'](0.005034235278754523, 0.2638849359810195, 0.07467373651324828)
431,['1.7992374', '-1.1372726', '-0.9682051', '0.534851', '-0.0005911629', '0.22899432'](0.005034229668554238, 0.2638850364645505, 0.0746738706323596)
432,['1.7992374', '-1.1372722', '-0.96820486', '0.534851', '-0.0005911629', '0.22899432'](0.005034182323160652, 0.2638851451679869, 0.07467403455191383)
433,['1.7992374', '-1.1372719', '-0.9682046', '0.534851', '-0.0005911629', '0.22899432'](0.005034150796486786, 0.2638851785019732, 0.07467415376602798)
434,['1.7992374', '-1.1372715', '-0.9682044', '0.534851', '-0.0005911629', '0.22899432'](0.005034151699363216, 0.2638852781851607, 0.07467428788226237)
435,['1.8371496', '-1.1373143', '-0.96745074', '0.53345305', '-0.0008116756', '0.2660897'](0.005034135297841983, 0.2638853446480937, 0.0746744219991874)
436,['1.8371496', '-1.1373171', '-0.96745276', '0.53345305', '-0.0008116756', '0.2660897'](-0.004941705753165963, 0.2638551647767893, 0.074678447974362)
437,['1.8371496', '-1.1373166', '-0.967453', '0.53345305', '-0.0008116756', '0.2660897'](-0.004941513427376532, 0.26385455036876665, 0.07467746465633777)
438,['1.8371496', '-1.1373165', '-0.9674528', '0.53345305', '-0.0008116756', '0.2660897'](-0.004941516990903595, 0.2638545868252446, 0.07467749444879701)
439,['1.8371496', '-1.1373161', '-0.9674526', '0.53345305', '-0.0008116756', '0.2660897'](-0.004941535847484481, 0.26385459643545095, 0.07467755405172018)
440,['1.8371496', '-1.1373158', '-0.96745235', '0.53345305', '-0.0008116756', '0.2660897'](-0.004941534432919113, 0.2638546185795165, 0.0746776434480342)
441,['1.8371496', '-1.1373154', '-0.9674521', '0.53345305', '-0.0008116756', '0.2660897'](-0.004941581897438671, 0.2638547966567483, 0.07467779243117476)
442,['1.8746543', '-1.1409245', '-0.9611789', '0.5323229', '-0.00097193464', '0.30394077'](-0.004941609085862987, 0.26385482678165, 0.07467794141947999)
443,['1.8746543', '-1.1409137', '-0.9611712', '0.5323229', '-0.00097193464', '0.30394077'](-0.014957837800118383, 0.26393367506654836, 0.07464891806161052)
444,['1.8746543', '-1.1409131', '-0.9611707', '0.5323229', '-0.00097193464', '0.30394077'](-0.014958561652201717, 0.26393595410727044, 0.07465279356964288)
445,['1.8746543', '-1.1409125', '-0.9611706', '0.5323229', '-0.00097193464', '0.30394077'](-0.01495863670841417, 0.2639362085493691, 0.07465315131183585)
446,['1.8746543', '-1.140912', '-0.9611705', '0.5323229', '-0.00097193464', '0.30394077'](-0.014958633564899924, 0.26393619113028904, 0.07465318112620753)
447,['1.8746543', '-1.1409117', '-0.96117026', '0.5323229', '-0.00097193464', '0.30394077'](-0.014958663727680307, 0.2639362660104139, 0.0746534195925005)
448,['1.8746543', '-1.1409113', '-0.96117', '0.5323229', '-0.00097193464', '0.30394077'](-0.014958680101961818, 0.2639363693065208, 0.07465353885106714)
449,['1.7288905', '-1.0575289', '-1.1440054', '0.6317886', '-0.001117127', '0.15783764'](-0.014958735211876706, 0.2639364399844703, 0.07465365809947308)
450,['1.7288905', '-1.0576137', '-1.1440692', '0.6317886', '-0.001117127', '0.15783764'](0.025049167430300712, 0.2540115849219757, 0.07487544265021266)
451,['1.7288905', '-1.0576189', '-1.1440734', '0.6317886', '-0.001117127', '0.15783764'](0.025052301853432456, 0.25399165537699625, 0.07484488587457154)
452,['1.7288905', '-1.057619', '-1.1440736', '0.6317886', '-0.001117127', '0.15783764'](0.025052540355216417, 0.25399031224487273, 0.0748428885434416)
453,['1.7288905', '-1.0576195', '-1.1440737', '0.6317886', '-0.001117127', '0.15783764'](0.025052540355216417, 0.25399031224487273, 0.0748428885434416)
454,['1.7288905', '-1.0576192', '-1.1440742', '0.6317886', '-0.001117127', '0.15783764'](0.025052559403769114, 0.25399019901601005, 0.0748427394862874)
455,['1.7288905', '-1.0576189', '-1.1440747', '0.6317886', '-0.001117127', '0.15783764'](0.025052576546203076, 0.253990147213664, 0.07484269476706724)
456,['1.7687331', '-1.0515299', '-1.1581335', '0.6383308', '-0.0006131386', '0.19708537'](0.025052583142036434, 0.253990117198732, 0.07484272456656896)
457,['1.7687331', '-1.0515437', '-1.158144', '0.6383308', '-0.0006131386', '0.19708537'](0.015042750412868188, 0.2538508679695874, 0.07470670709043851)
458,['1.7687331', '-1.0515444', '-1.1581442', '0.6383308', '-0.0006131386', '0.19708537'](0.015043389008327862, 0.25384760397592215, 0.07470174586449439)
459,['1.7687331', '-1.0515442', '-1.158144', '0.6383308', '-0.0006131386', '0.19708537'](0.015043444622216542, 0.25384753002477656, 0.07470156707724206)
460,['1.7687331', '-1.051544', '-1.1581444', '0.6383308', '-0.0006131386', '0.19708537'](0.015043426212941281, 0.25384757377258166, 0.07470162666947595)
461,['1.7687331', '-1.0515436', '-1.1581448', '0.6383308', '-0.0006131386', '0.19708537'](0.015043418095432451, 0.2538474897997518, 0.07470158197601606)
462,['1.7687331', '-1.0515432', '-1.1581453', '0.6383308', '-0.0006131386', '0.19708537'](0.015043411366058223, 0.2538474609809121, 0.07470161178432647)
463,['1.808433', '-1.0483727', '-1.1654001', '0.6423088', '-0.0005179418', '0.23793772'](0.015043445716211554, 0.2538474962250409, 0.07470167138655054)
464,['1.808433', '-1.0483766', '-1.1654029', '0.6423088', '-0.0005179418', '0.23793772'](0.00504131215493702, 0.25383339369007246, 0.07468313512921873)
465,['1.808433', '-1.0483769', '-1.1654032', '0.6423088', '-0.0005179418', '0.23793772'](0.005041557894495146, 0.2538325127706632, 0.07468179430521446)
466,['1.808433', '-1.0483773', '-1.1654034', '0.6423088', '-0.0005179418', '0.23793772'](0.005041542828718769, 0.2538324372980949, 0.07468166022641126)
467,['1.808433', '-1.048377', '-1.1654038', '0.6423088', '-0.0005179418', '0.23793772'](0.00504156355513923, 0.2538324191028643, 0.07468158573325034)
468,['1.808433', '-1.0483767', '-1.1654043', '0.6423088', '-0.0005179418', '0.23793772'](0.005041616831368246, 0.2538323007748235, 0.07468155595539977)
469,['1.808433', '-1.0483763', '-1.1654048', '0.6423088', '-0.0005179418', '0.23793772'](0.005041617534684531, 0.2538322445817296, 0.07468148146481937)
470,['1.847745', '-1.0484347', '-1.1650062', '0.6416139', '-0.00023160635', '0.27762645'](0.005041621984594394, 0.25383222636701214, 0.07468154106280733)
471,['1.847745', '-1.0484358', '-1.165007', '0.6416139', '-0.00023160635', '0.27762645'](-0.004968234231192128, 0.25380984306891863, 0.0746761596255042)
472,['1.847745', '-1.0484359', '-1.1650071', '0.6416139', '-0.00023160635', '0.27762645'](-0.004968158758358642, 0.2538095924279702, 0.07467584681171133)
473,['1.847745', '-1.0484356', '-1.1650075', '0.6416139', '-0.00023160635', '0.27762645'](-0.0049681639460208635, 0.2538096038451934, 0.07467575742369348)
474,['1.847745', '-1.0484352', '-1.165008', '0.6416139', '-0.00023160635', '0.27762645'](-0.0049681724222408455, 0.2538095533327398, 0.07467581701842908)
475,['1.847745', '-1.0484349', '-1.1650084', '0.6416139', '-0.00023160635', '0.27762645'](-0.004968127901803919, 0.25380948699079364, 0.07467575745214902)
476,['1.847745', '-1.0484345', '-1.1650089', '0.6416139', '-0.00023160635', '0.27762645'](-0.004968075487220276, 0.253809463642377, 0.07467580215346124)
477,['1.8866522', '-1.0518541', '-1.15997', '0.6423275', '-0.00020899718', '0.3159078'](-0.0049680976232428465, 0.25380947291931116, 0.07467590645189137)
478,['1.8866522', '-1.0518408', '-1.1599604', '0.6423275', '-0.00020899718', '0.3159078'](-0.015010264864365321, 0.25393472475231194, 0.07464357585714003)
479,['1.8866522', '-1.0518397', '-1.1599597', '0.6423275', '-0.00020899718', '0.3159078'](-0.015011238517167225, 0.2539377197519668, 0.07464842072433561)
480,['1.8866522', '-1.0518394', '-1.1599594', '0.6423275', '-0.00020899718', '0.3159078'](-0.015011329290110235, 0.2539379553731667, 0.0746488083186292)
481,['1.8866522', '-1.051839', '-1.1599599', '0.6423275', '-0.00020899718', '0.3159078'](-0.01501135707424746, 0.2539380964250273, 0.07464897230232898)
482,['1.8866522', '-1.0518386', '-1.1599604', '0.6423275', '-0.00020899718', '0.3159078'](-0.015011318972358606, 0.25393800485623497, 0.07464886795132535)
483,['1.8866522', '-1.0518383', '-1.1599609', '0.6423275', '-0.00020899718', '0.3159078'](-0.01501131625159419, 0.2539379255708443, 0.07464889772559637)
484,['1.7353826', '-0.98076445', '-1.3179482', '0.7290639', '-0.00030227765', '0.16353688'](-0.015011310665090429, 0.25393792004235965, 0.07464891261944841)
485,['1.7353826', '-0.9808394', '-1.3180044', '0.7290639', '-0.00030227736', '0.16353688'](0.02499597540738013, 0.24400441786774768, 0.07484304716846725)
486,['1.7353826', '-0.980844', '-1.3180083', '0.7290639', '-0.00030227736', '0.16353688'](0.024998952514863667, 0.24398649208011483, 0.0748172142856658)
487,['1.7353826', '-0.98084414', '-1.3180087', '0.7290639', '-0.00030227736', '0.16353688'](0.02499918896076171, 0.2439852490837236, 0.07481554478517753)
488,['1.7353826', '-0.98084396', '-1.3180088', '0.7290639', '-0.00030227736', '0.16353688'](0.024999217369987246, 0.24398513725387438, 0.0748153510157112)
489,['1.7353826', '-0.98084384', '-1.3180093', '0.7290639', '-0.00030227736', '0.16353688'](0.024999175410003155, 0.2439851944942341, 0.07481545535160339)
490,['1.7353826', '-0.9808438', '-1.3180097', '0.7290639', '-0.00030227736', '0.16353688'](0.024999188834292377, 0.24398509224002365, 0.07481538081716603)
491,['1.7771188', '-0.97516996', '-1.3314164', '0.7356873', '-0.00089201285', '0.20706372'](0.024999199099996587, 0.2439850406991296, 0.0748153509934932)
492,['1.7771188', '-0.975182', '-1.3314253', '0.7356873', '-0.00089201285', '0.20706372'](0.015055280269085577, 0.24388098748591314, 0.07470148128000127)
493,['1.7771188', '-0.97518265', '-1.3314257', '0.7356873', '-0.00089201285', '0.20706372'](0.015055878755214618, 0.24387819563919347, 0.07469744321466978)
494,['1.7771188', '-0.97518253', '-1.3314254', '0.7356873', '-0.00089201285', '0.20706372'](0.015055890448756016, 0.24387806501171483, 0.07469718989775885)
495,['1.7771188', '-0.9751824', '-1.3314259', '0.7356873', '-0.00089201285', '0.20706372'](0.015055895126746145, 0.2438781131457142, 0.07469730909992667)
496,['1.7771188', '-0.97518235', '-1.3314264', '0.7356873', '-0.00089201285', '0.20706372'](0.015055923477066885, 0.243878023892085, 0.07469724949968215)
497,['1.7771188', '-0.9751823', '-1.3314269', '0.7356873', '-0.00089201285', '0.20706372'](0.015055955933548014, 0.2438779874773837, 0.07469718990442442)
498,['1.8184373', '-0.9722559', '-1.337723', '0.73853004', '-0.0005885745', '0.2475556'](0.015055961335715408, 0.24387785210521254, 0.07469708560089224)
499,['1.8184373', '-0.9722613', '-1.3377271', '0.73853004', '-0.0005885745', '0.2475556'](0.005044777175917155, 0.24383996243305145, 0.07468628113374165)
500,['1.8184373', '-0.9722615', '-1.3377273', '0.73853004', '-0.0005885745', '0.2475556'](0.0050451135999713065, 0.243838687616711, 0.0746844635987577)
501,['1.8184373', '-0.97226125', '-1.3377274', '0.73853004', '-0.0005885745', '0.2475556'](0.005045125439538218, 0.24383860194080112, 0.07468431461180715)
502,['1.8184373', '-0.9722611', '-1.3377279', '0.73853004', '-0.0005885745', '0.2475556'](0.005045106995924986, 0.24383867838837944, 0.07468441890184709)
503,['1.8184373', '-0.97226095', '-1.3377284', '0.73853004', '-0.0005885745', '0.2475556'](0.005045137958870869, 0.24383864108011866, 0.07468444870909764)
504,['1.8184373', '-0.97226083', '-1.3377289', '0.73853004', '-0.0005885745', '0.2475556'](0.005045173182483998, 0.24383849068324692, 0.0746843593314631)
505,['1.8592663', '-0.9722745', '-1.3372989', '0.7376591', '0.00019785881', '0.28883305'](0.005045176199620946, 0.24383842005156095, 0.07468426994202436)
506,['1.8592663', '-0.9722763', '-1.3373002', '0.7376591', '0.00019785881', '0.28883305'](-0.004992732740931777, 0.24379492771093902, 0.07467932446553224)
507,['1.8592663', '-0.9722764', '-1.3373002', '0.7376591', '0.00019785881', '0.28883305'](-0.004992603944616361, 0.24379455078341628, 0.07467874353499829)
508,['1.8592663', '-0.9722763', '-1.3373005', '0.7376591', '0.00019785881', '0.28883305'](-0.004992603944616361, 0.24379455078341628, 0.07467874353499829)
509,['1.8592663', '-0.9722761', '-1.337301', '0.7376591', '0.00019785881', '0.28883305'](-0.004992595465736959, 0.24379446933725632, 0.07467866905497661)
510,['1.8592663', '-0.97227603', '-1.3373015', '0.7376591', '0.00019785881', '0.28883305'](-0.004992546767285729, 0.24379434137687173, 0.07467854990762379)
511,['1.8592663', '-0.972276', '-1.337302', '0.7376591', '0.00019785881', '0.28883305'](-0.004992535976321876, 0.2437943193452482, 0.07467857970108858)
512,['1.8997114', '-0.9756138', '-1.332274', '0.7380589', '0.00027209258', '0.32906333'](-0.004992526870155371, 0.24379424913285952, 0.07467854992864009)
513,['1.8997114', '-0.97560155', '-1.3322651', '0.7380589', '0.00027209258', '0.32906333'](-0.015034485829941305, 0.24390780067245882, 0.07464671175051406)
514,['1.8997114', '-0.9756007', '-1.3322645', '0.7380589', '0.00027209258', '0.32906333'](-0.015035368644847768, 0.24391051541826825, 0.0746508257798749)
515,['1.8997114', '-0.97560054', '-1.3322641', '0.7380589', '0.00027209258', '0.32906333'](-0.01503544103250514, 0.24391076107326326, 0.07465112389992813)
516,['1.8997114', '-0.9756005', '-1.3322645', '0.7380589', '0.00027209258', '0.32906333'](-0.015035514008275555, 0.24391084103911517, 0.07465127297325662)
517,['1.8997114', '-0.9756004', '-1.332265', '0.7380589', '0.00027209258', '0.32906333'](-0.015035477090519285, 0.2439107705937304, 0.07465121333612135)
518,['1.8997114', '-0.97560036', '-1.3322655', '0.7380589', '0.00027209258', '0.32906333'](-0.015035415792467062, 0.24391066656019378, 0.07465106427665796)
519,['1.7116061', '-1.5203613', '-0.24840195', '0.19313687', '0.00032970382', '0.14014773'](-0.01503538962350522, 0.2439106057971514, 0.07465106425812283)
520,['1.7115251', '-1.5164663', '-0.24858478', '0.19562975', '0.0008269661', '0.14079069'](0.025064841580276536, 0.2832527971212038, 0.06353669946159327)
521,['1.7115251', '-1.516408', '-0.24854107', '0.19562975', '0.0008269661', '0.14079069'](0.024930674587145266, 0.28396805178437334, 0.06476858918097018)
522,['1.7115251', '-1.516404', '-0.24853821', '0.19562975', '0.0008269661', '0.14079069'](0.02492888328492441, 0.28398068767651424, 0.06479208279955964)
523,['1.7115251', '-1.5164037', '-0.24853797', '0.19562975', '0.0008269661', '0.14079069'](0.024928758507870925, 0.28398158680772706, 0.06479369280224362)
524,['1.7115251', '-1.5164036', '-0.2485379', '0.19562975', '0.0008269661', '0.14079069'](0.02492874658557576, 0.28398165326079017, 0.06479384187384167)
525,['1.7115251', '-1.5164031', '-0.2485378', '0.19562975', '0.0008269661', '0.14079069'](0.02492874658557576, 0.28398165326079017, 0.06479384187384167)
