540;2025-10-03 17:51:48.648469;105.46, -55.63, -65.65, 29.44, 0.26, 15.55
541;2025-10-03 17:51:48.700647;105.46, -55.63, -65.65, 29.44, 0.26, 15.55
542;2025-10-03 17:51:48.754342;105.46, -55.63, -65.65, 29.44, 0.26, 15.55
543;2025-10-03 17:51:48.851993;None
544;2025-10-03 17:51:49.134338;105.46, -55.63, -65.65, 29.44, 0.26, 15.55
546;2025-10-03 17:51:49.186939;105.46, -55.63, -65.65, 29.44, 0.26, 15.55
547;2025-10-03 17:51:49.246277;None
548;2025-10-03 17:51:49.536217;105.46, -55.63, -65.65, 29.44, 0.26, 15.64
550;2025-10-03 17:51:49.637675;105.46, -55.63, -65.65, 29.44, 0.26, 15.64
551;2025-10-03 17:51:49.698244;105.46, -55.63, -65.65, 29.44, 0.26, 15.64
552;2025-10-03 17:51:49.762548;105.46, -55.63, -65.65, 29.44, 0.26, 15.64
553;2025-10-03 17:51:49.810910;105.46, -55.63, -65.65, 29.44, 0.26, 15.64
554;2025-10-03 17:51:49.914170;105.46, -55.63, -65.65, 29.44, 0.26, 15.64
555;2025-10-03 17:51:50.123116;105.46, -55.63, -65.65, 29.44, 0.26, 15.64
557;2025-10-03 17:51:50.331944;105.46, -55.63, -65.65, 29.44, 0.26, 15.64
559;2025-10-03 17:51:50.545181;105.46, -55.63, -65.65, 29.44, 0.26, 15.64
561;2025-10-03 17:51:50.883245;107.84, -55.63, -65.65, 29.44, 0.26, 17.84
566;2025-10-03 17:51:51.089452;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
568;2025-10-03 17:51:51.140715;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
569;2025-10-03 17:51:51.205221;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
570;2025-10-03 17:51:51.258784;None
571;2025-10-03 17:51:51.750881;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
574;2025-10-03 17:51:51.803430;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
575;2025-10-03 17:51:51.991408;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
577;2025-10-03 17:51:52.049550;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
578;2025-10-03 17:51:52.105558;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
579;2025-10-03 17:51:52.159121;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
580;2025-10-03 17:51:52.336886;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
582;2025-10-03 17:51:52.521564;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
584;2025-10-03 17:51:52.717331;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
586;2025-10-03 17:51:52.779913;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
587;2025-10-03 17:51:52.824671;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
588;2025-10-03 17:51:52.866571;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
589;2025-10-03 17:51:52.914422;107.84, -55.63, -65.65, 29.53, 0.26, 17.84
